samediff,task1v2,task2v3,task3v4,task4v5,task5v6,task8v9,task9v10,task10v11
0.375,NA,NA,0.45,NA,NA,NA,NA,0.3
0.5,NA,NA,0.5,NA,0.6,NA,NA,NA
0.5,NA,NA,0.6,0.85,NA,NA,NA,NA
0.5,NA,NA,0.5,NA,NA,NA,0.65,NA
0.5,0.75,NA,0.35,NA,NA,NA,NA,NA
0.625,NA,NA,0.5,NA,0.5,NA,NA,NA
0.5625,NA,NA,0.5,NA,0.45,NA,NA,NA
0.6875,NA,0.55,0.45,NA,NA,NA,NA,NA
0.6875,NA,NA,0.7,NA,0.35,NA,NA,NA
0.4375,0.65,NA,0.7,NA,NA,NA,NA,NA
0.625,NA,NA,0.6,NA,0.45,NA,NA,NA
0.5,NA,NA,0.4,0.55,NA,NA,NA,NA
0.4375,NA,NA,0.45,NA,NA,0.65,NA,NA
0.375,NA,NA,0.55,NA,0.5,NA,NA,NA
0.4375,NA,0.55,0.6,NA,NA,NA,NA,NA
0.375,0.5,NA,0.5,NA,NA,NA,NA,NA
0.5625,NA,NA,0.55,NA,NA,NA,NA,0.25
0.5,NA,NA,0.5,0.8,NA,NA,NA,NA
0.6875,NA,NA,0.4,NA,NA,NA,NA,0.5
0.5,NA,NA,0.6,NA,NA,NA,0.45,NA
0.8125,NA,NA,1,NA,NA,NA,0.5,NA
0.75,NA,0.85,0.7,NA,NA,NA,NA,NA
0.375,NA,NA,0.55,NA,NA,NA,NA,0.2
0.6875,NA,0.55,0.6,NA,NA,NA,NA,NA
0.4375,0.7,NA,0.25,NA,NA,NA,NA,NA
0.8125,NA,1,0.8,NA,NA,NA,NA,NA
0.6875,NA,NA,0.55,NA,NA,NA,NA,0.6
0.5625,NA,0.5,0.5,NA,NA,NA,NA,NA
0.3125,NA,NA,0.5,NA,0.55,NA,NA,NA
0.5,NA,NA,0.65,NA,0.6,NA,NA,NA
0.625,NA,NA,0.6,0.7,NA,NA,NA,NA
0.4375,NA,NA,0.55,NA,0.6,NA,NA,NA
0.5,0.4,NA,0.5,NA,NA,NA,NA,NA
0.75,0.9,NA,1,NA,NA,NA,NA,NA
0.6875,0.3,NA,0.7,NA,NA,NA,NA,NA
0.625,0.45,NA,0.6,NA,NA,NA,NA,NA
0.625,NA,NA,0.65,NA,NA,NA,0.35,NA
0.6875,NA,NA,0.7,NA,NA,0.7,NA,NA
0.75,NA,NA,0.65,NA,NA,NA,0.55,NA
0.5625,0.55,NA,0.55,NA,NA,NA,NA,NA
0.5,NA,0.6,0.45,NA,NA,NA,NA,NA
0.9375,NA,NA,0.75,NA,NA,NA,0.75,NA
0.5,NA,NA,0.35,0.7,NA,NA,NA,NA
0.5625,0.45,NA,0.6,NA,NA,NA,NA,NA
0.5,NA,NA,0.6,NA,NA,NA,NA,0.6
0.4375,NA,NA,0.45,NA,NA,NA,NA,0.45
0.875,NA,NA,0.95,0.95,NA,NA,NA,NA
0.5,0.8,NA,0.85,NA,NA,NA,NA,NA
0.75,NA,NA,0.75,NA,NA,0.7,NA,NA
0.6875,NA,NA,0.5,NA,NA,NA,NA,0.6
0.5625,NA,NA,0.7,0.55,NA,NA,NA,NA
0.8125,NA,NA,0.8,NA,NA,0.7,NA,NA
0.5625,NA,NA,0.45,NA,NA,NA,0.4,NA
0.625,NA,NA,0.3,NA,NA,0.95,NA,NA
0.8125,NA,0.6,0.9,NA,NA,NA,NA,NA
0.5625,NA,NA,0.5,NA,NA,NA,NA,0.7
0.75,NA,NA,0.6,NA,NA,NA,0.4,NA
0.5625,NA,NA,0.6,NA,NA,0.6,NA,NA
0.375,0.45,NA,0.4,NA,NA,NA,NA,NA
1,0.95,NA,0.95,NA,NA,NA,NA,NA
0.625,NA,0.75,0.75,NA,NA,NA,NA,NA
0.375,0.45,NA,0.95,NA,NA,NA,NA,NA
0.6875,NA,NA,0.55,NA,NA,0.65,NA,NA
0.5625,NA,NA,0.3,0.55,NA,NA,NA,NA
0.5625,NA,0.5,0.4,NA,NA,NA,NA,NA
0.5625,NA,NA,0.65,0.6,NA,NA,NA,NA
0.5625,NA,NA,0.5,NA,NA,NA,0.45,NA
0.6875,NA,0.45,0.85,NA,NA,NA,NA,NA
0.6875,NA,NA,0.6,NA,NA,NA,0.7,NA
0.625,NA,NA,0.85,NA,NA,0.75,NA,NA
0.5,NA,NA,0.7,NA,NA,0.7,NA,NA
0.9375,0.65,NA,0.7,NA,NA,NA,NA,NA
0.6875,NA,NA,0.7,NA,NA,0.95,NA,NA
0.5,NA,NA,0.65,NA,NA,0.6,NA,NA
0.75,NA,NA,0.7,NA,NA,NA,NA,0.45
0.6875,NA,NA,0.55,NA,NA,0.8,NA,NA
0.5625,0.85,NA,0.6,NA,NA,NA,NA,NA
0.5625,NA,NA,0.3,NA,NA,NA,NA,0.55
0.8125,NA,NA,0.35,NA,0.6,NA,NA,NA
0.8125,NA,NA,0.8,NA,NA,0.85,NA,NA
0.9375,NA,NA,0.95,NA,0.95,NA,NA,NA
0.625,0.55,NA,0.4,NA,NA,NA,NA,NA
0.625,NA,NA,0.5,NA,NA,0.6,NA,NA
0.75,NA,NA,0.5,NA,NA,NA,NA,0.6
0.625,NA,0.55,0.55,NA,NA,NA,NA,NA
0.375,NA,NA,0.7,NA,0.5,NA,NA,NA
0.75,NA,NA,0.7,NA,NA,0.8,NA,NA
0.3125,0.55,NA,0.7,NA,NA,NA,NA,NA
0.5,NA,NA,0.35,NA,0.6,NA,NA,NA
0.9375,NA,0.85,1,NA,NA,NA,NA,NA
0.625,NA,NA,0.6,NA,NA,0.6,NA,NA
0.75,NA,0.4,0.55,NA,NA,NA,NA,NA
0.8125,NA,NA,0.8,NA,NA,NA,0.4,NA
0.625,NA,NA,0.5,0.35,NA,NA,NA,NA
0.5625,NA,NA,0.45,NA,NA,NA,NA,0.55
0.75,NA,NA,0.55,NA,0.5,NA,NA,NA
0.875,0.85,NA,0.25,NA,NA,NA,NA,NA
0.5625,0.35,NA,0.35,NA,NA,NA,NA,NA
0.5625,NA,NA,0.5,NA,0.5,NA,NA,NA
0.6875,NA,NA,0.8,NA,NA,NA,0.95,NA
0.625,NA,NA,0.7,NA,NA,NA,NA,0.5
0.75,NA,NA,0.6,NA,NA,0.35,NA,NA
0.6875,NA,NA,0.75,NA,NA,0.4,NA,NA
0.8125,NA,NA,0.6,NA,0.4,NA,NA,NA
0.375,0.55,NA,0.5,NA,NA,NA,NA,NA
0.375,0.6,NA,0.55,NA,NA,NA,NA,NA
0.25,0.65,NA,0.7,NA,NA,NA,NA,NA
0.625,NA,NA,0.45,NA,NA,NA,NA,0.3
0.5625,NA,NA,0.55,NA,NA,0.6,NA,NA
0.6875,NA,NA,0.65,NA,NA,0.9,NA,NA
0.6875,NA,NA,0.45,NA,NA,NA,NA,0.6
0.8125,NA,NA,1,0.95,NA,NA,NA,NA
0.75,0.9,NA,0.85,NA,NA,NA,NA,NA
0.9375,1,NA,1,NA,NA,NA,NA,NA
0.4375,NA,NA,0.55,NA,NA,NA,0.45,NA
0.9375,NA,NA,0.95,0.65,NA,NA,NA,NA
0.5,NA,NA,0.5,NA,NA,NA,NA,0.4
0.9375,0.95,NA,1,NA,NA,NA,NA,NA
0.5,NA,NA,0.45,0.55,NA,NA,NA,NA
0.9375,NA,NA,1,NA,NA,NA,NA,1
0.875,NA,0.6,0.4,NA,NA,NA,NA,NA
0.9375,NA,1,1,NA,NA,NA,NA,NA
0.625,NA,NA,0.55,NA,NA,0.5,NA,NA
0.5625,0.9,NA,0.85,NA,NA,NA,NA,NA
0.5625,NA,NA,0.5,NA,NA,NA,NA,0.5
0.75,NA,NA,0.65,NA,NA,NA,NA,0.45
0.375,0.5,NA,0.55,NA,NA,NA,NA,NA
0.875,NA,0.9,0.95,NA,NA,NA,NA,NA
0.875,NA,NA,0.4,NA,NA,0.65,NA,NA
0.8125,NA,NA,0.5,0.5,NA,NA,NA,NA
0.3125,NA,NA,0.55,NA,NA,0.5,NA,NA
0.5625,NA,NA,0.6,NA,0.65,NA,NA,NA
0.4375,NA,NA,0.95,NA,0.7,NA,NA,NA
0.4375,NA,NA,0.55,NA,0.4,NA,NA,NA
0.4375,NA,0.6,0.5,NA,NA,NA,NA,NA
0.75,NA,NA,0.65,NA,NA,NA,0.35,NA
0.75,NA,NA,0.9,NA,NA,0.85,NA,NA
0.625,NA,NA,0.55,NA,NA,NA,0.6,NA
0.625,NA,NA,0.5,0.85,NA,NA,NA,NA
0.375,0.45,NA,0.6,NA,NA,NA,NA,NA
0.9375,NA,1,1,NA,NA,NA,NA,NA
0.875,NA,NA,0.7,NA,0.8,NA,NA,NA
0.5625,0.8,NA,0.4,NA,NA,NA,NA,NA
0.6875,NA,NA,0.5,NA,NA,NA,NA,0.55
0.5,NA,NA,0.7,NA,NA,NA,NA,0.55
0.625,NA,NA,0.7,NA,0.6,NA,NA,NA
0.5,NA,0.45,0.45,NA,NA,NA,NA,NA
0.6875,NA,NA,0.4,NA,NA,0.55,NA,NA
0.9375,NA,1,0.85,NA,NA,NA,NA,NA
0.3125,NA,NA,0.7,NA,NA,NA,NA,0.6
1,NA,NA,1,NA,NA,NA,0.95,NA
0.625,NA,NA,0.45,NA,NA,0.55,NA,NA
0.6875,NA,NA,1,NA,NA,NA,NA,0.7
0.5,NA,NA,0.55,NA,0.6,NA,NA,NA
0.75,NA,NA,0.6,NA,NA,0.4,NA,NA
0.9375,NA,NA,0.7,NA,NA,NA,1,NA
0.25,NA,NA,0.4,NA,NA,NA,NA,0.45
0.3125,NA,NA,0.75,NA,NA,0.55,NA,NA
0.4375,NA,0.5,0.7,NA,NA,NA,NA,NA
0.5,NA,NA,0.6,NA,NA,0.7,NA,NA
0.875,NA,NA,1,NA,NA,0.95,NA,NA
0.625,NA,NA,0.6,NA,NA,NA,NA,0.7
0.75,NA,0.6,0.55,NA,NA,NA,NA,NA
0.9375,NA,NA,0.95,1,NA,NA,NA,NA
0.5625,NA,NA,0.6,0.65,NA,NA,NA,NA
0.625,0.6,NA,0.7,NA,NA,NA,NA,NA
0.5,NA,NA,0.6,0.45,NA,NA,NA,NA
0.375,NA,NA,0.55,NA,NA,NA,0.7,NA
0.5,NA,0.65,0.6,NA,NA,NA,NA,NA
0.4375,NA,NA,0.6,NA,NA,0.3,NA,NA
0.5625,NA,NA,0.4,0.45,NA,NA,NA,NA
0.375,NA,NA,0.6,NA,NA,0.3,NA,NA
0.6875,NA,NA,0.6,0.7,NA,NA,NA,NA
0.9375,NA,NA,1,NA,NA,NA,NA,0.4
0.75,NA,NA,0.8,NA,0.75,NA,NA,NA
0.6875,NA,NA,0.65,0.55,NA,NA,NA,NA
0.5625,NA,NA,0.65,NA,NA,NA,0.4,NA
0.6875,NA,NA,0.5,NA,NA,0.65,NA,NA
0.625,NA,NA,0.45,NA,0.45,NA,NA,NA
0.5625,NA,NA,0.35,NA,0.9,NA,NA,NA
0.5,NA,NA,0.55,0.6,NA,NA,NA,NA
0.3125,NA,NA,0.65,NA,NA,0.55,NA,NA
0.6875,NA,NA,0.4,NA,NA,0.55,NA,NA
0.875,NA,NA,0.5,NA,NA,NA,0.55,NA
0.375,NA,NA,0.55,NA,NA,NA,NA,0.6
0.6875,0.75,NA,0.65,NA,NA,NA,NA,NA
0.9375,NA,NA,0.8,NA,NA,NA,0.65,NA
0.75,NA,NA,0.75,NA,0.85,NA,NA,NA
0.5625,NA,0.8,0.95,NA,NA,NA,NA,NA
1,NA,NA,1,NA,NA,NA,1,NA
0.6875,NA,0.35,0.35,NA,NA,NA,NA,NA
0.5,NA,NA,0.6,0.45,NA,NA,NA,NA
0.4375,NA,NA,0.6,NA,0.55,NA,NA,NA
0.6875,NA,NA,0.7,NA,NA,NA,0.55,NA
0.25,NA,NA,0.5,NA,NA,NA,NA,0.55
0.5,NA,NA,0.25,NA,NA,0.65,NA,NA
0.5625,NA,NA,0.7,NA,NA,NA,0.45,NA
0.875,NA,NA,0.95,NA,NA,NA,NA,0.65
0.5625,NA,NA,0.6,0.5,NA,NA,NA,NA
0.625,NA,NA,0.45,NA,NA,NA,0.5,NA
0.6875,NA,NA,0.75,NA,0.5,NA,NA,NA
0.4375,NA,NA,0.5,NA,NA,NA,NA,0.55
0.6875,NA,NA,0.6,NA,NA,0.45,NA,NA
0.8125,NA,NA,0.65,NA,NA,0.8,NA,NA
0.8125,0.9,NA,1,NA,NA,NA,NA,NA
0.75,NA,0.6,0.5,NA,NA,NA,NA,NA
0.5,NA,NA,0.45,NA,NA,0.5,NA,NA
0.5625,NA,NA,0.45,NA,NA,NA,NA,0.6
0.25,0.55,NA,0.85,NA,NA,NA,NA,NA
0.625,NA,NA,0.6,NA,0.4,NA,NA,NA
0.375,0.55,NA,0.4,NA,NA,NA,NA,NA
0.4375,NA,NA,0.55,NA,0.4,NA,NA,NA
0.6875,NA,NA,0.85,0.85,NA,NA,NA,NA
0.5625,NA,NA,0.65,NA,NA,NA,0.45,NA
0.6875,NA,NA,0.55,NA,NA,NA,NA,0.7
1,NA,NA,0.95,NA,NA,0.9,NA,NA
0.625,0.5,NA,0.75,NA,NA,NA,NA,NA
0.4375,NA,NA,0.5,NA,NA,NA,0.55,NA
0.5,NA,0.5,0.6,NA,NA,NA,NA,NA
0.75,0.5,NA,0.45,NA,NA,NA,NA,NA
0.5,NA,0.5,0.6,NA,NA,NA,NA,NA
0.625,NA,NA,0.55,NA,NA,NA,NA,0.6
0.75,NA,NA,0.45,0.65,NA,NA,NA,NA
0.5625,NA,NA,0.6,NA,NA,0.9,NA,NA
0.8125,1,NA,1,NA,NA,NA,NA,NA
0.625,NA,NA,0.65,NA,NA,0.5,NA,NA
0.4375,NA,0.7,0.4,NA,NA,NA,NA,NA
0.8125,NA,0.65,0.45,NA,NA,NA,NA,NA
0.625,NA,NA,0.35,NA,NA,NA,NA,0.5
0.5,NA,0.55,0.45,NA,NA,NA,NA,NA
0.875,NA,NA,0.75,0.55,NA,NA,NA,NA
0.5625,NA,NA,0.4,NA,0.6,NA,NA,NA
0.6875,NA,NA,0.45,NA,NA,NA,NA,0.65
0.5625,NA,0.4,0.45,NA,NA,NA,NA,NA
0.5,NA,NA,0.65,NA,0.45,NA,NA,NA
0.75,NA,NA,0.95,NA,NA,NA,0.9,NA
0.75,NA,NA,0.4,NA,NA,0.75,NA,NA
0.6875,NA,0.5,0.4,NA,NA,NA,NA,NA
0.5,NA,NA,0.45,NA,NA,NA,NA,0.5
0.8125,NA,0.7,0.35,NA,NA,NA,NA,NA
0.6875,NA,0.65,0.65,NA,NA,NA,NA,NA
0.875,NA,NA,1,NA,NA,NA,NA,0.75
0.5625,NA,NA,0.5,NA,NA,NA,NA,0.55
0.4375,NA,NA,0.5,NA,NA,0.65,NA,NA
0.875,NA,NA,0.9,NA,NA,NA,0.8,NA
0.8125,NA,NA,0.5,NA,NA,NA,0.45,NA
0.5625,NA,NA,0.5,NA,0.55,NA,NA,NA
0.3125,NA,NA,0.5,NA,NA,NA,0.55,NA
1,NA,NA,1,NA,NA,1,NA,NA
0.5625,NA,0.65,0.55,NA,NA,NA,NA,NA
0.4375,NA,0.45,0.6,NA,NA,NA,NA,NA
0.625,NA,NA,0.6,NA,NA,0.7,NA,NA
0.4375,0.5,NA,0.5,NA,NA,NA,NA,NA
0.6875,0.5,NA,0.45,NA,NA,NA,NA,NA
0.75,NA,NA,0.9,NA,NA,NA,0.75,NA
0.625,NA,NA,0.7,NA,0.55,NA,NA,NA
0.9375,NA,NA,1,NA,NA,NA,0.9,NA
0.3125,NA,NA,0.8,NA,0.45,NA,NA,NA
0.8125,NA,NA,0.75,NA,NA,NA,0.4,NA
0.6875,NA,NA,0.4,0.6,NA,NA,NA,NA
0.5625,0.3,NA,0.6,NA,NA,NA,NA,NA
0.5625,0.5,NA,0.35,NA,NA,NA,NA,NA
0.875,NA,NA,0.85,NA,NA,0.7,NA,NA
0.75,NA,NA,0.45,NA,NA,NA,0.65,NA
0.5,0.5,NA,0.5,NA,NA,NA,NA,NA
0.375,NA,0.4,0.25,NA,NA,NA,NA,NA
0.5625,NA,NA,0.55,NA,NA,NA,NA,0.45
0.5625,NA,NA,0.5,NA,0.8,NA,NA,NA
0.8125,NA,NA,1,NA,NA,0.95,NA,NA
0.4375,NA,NA,0.6,0.6,NA,NA,NA,NA
0.5625,NA,NA,0.5,NA,NA,NA,NA,0.4
0.75,NA,NA,0.75,0.9,NA,NA,NA,NA
0.875,NA,NA,1,1,NA,NA,NA,NA
0.5,NA,NA,0.55,0.7,NA,NA,NA,NA
0.5,NA,NA,0.4,0.5,NA,NA,NA,NA
1,NA,NA,1,NA,NA,1,NA,NA
0.5,NA,NA,0.5,NA,NA,0.55,NA,NA
0.6875,NA,NA,0.95,NA,NA,1,NA,NA
0.4375,NA,NA,0.45,NA,NA,NA,NA,0.4
0.9375,NA,NA,0.75,NA,NA,NA,NA,0.85
0.9375,NA,NA,1,NA,1,NA,NA,NA
0.5625,NA,0.6,0.35,NA,NA,NA,NA,NA
0.75,NA,NA,0.55,NA,NA,NA,0.85,NA
0.6875,NA,NA,0.4,NA,NA,NA,0.7,NA
0.3125,NA,NA,0.5,NA,0.6,NA,NA,NA
0.4375,NA,0.45,0.5,NA,NA,NA,NA,NA
0.4375,NA,0.5,0.75,NA,NA,NA,NA,NA
0.5,NA,NA,0.5,NA,NA,NA,0.6,NA
0.4375,NA,NA,0.55,NA,NA,0.9,NA,NA
0.5625,NA,0.55,0.7,NA,NA,NA,NA,NA
1,NA,NA,0.85,NA,0.7,NA,NA,NA
0.5,NA,NA,0.55,NA,NA,0.35,NA,NA
0.5625,NA,NA,0.8,NA,NA,NA,0.8,NA
0.6875,NA,NA,0.8,NA,NA,0.55,NA,NA
0.625,0.55,NA,0.6,NA,NA,NA,NA,NA
0.5,NA,NA,0.6,NA,NA,0.35,NA,NA
0.5625,0.9,NA,0.7,NA,NA,NA,NA,NA
0.8125,NA,NA,0.8,NA,NA,0.8,NA,NA
0.6875,NA,NA,0.8,NA,NA,0.9,NA,NA
0.5,NA,NA,0.7,0.55,NA,NA,NA,NA
0.6875,NA,NA,0.5,0.6,NA,NA,NA,NA
0.625,NA,NA,0.8,NA,0.85,NA,NA,NA
0.6875,NA,NA,0.55,0.7,NA,NA,NA,NA
0.75,NA,NA,0.6,NA,0.55,NA,NA,NA
0.4375,NA,NA,0.5,0.5,NA,NA,NA,NA
0.75,1,NA,0.9,NA,NA,NA,NA,NA
0.625,NA,NA,0.65,0.5,NA,NA,NA,NA
0.3125,NA,NA,0.35,NA,NA,0.85,NA,NA
0.5625,0.7,NA,0.55,NA,NA,NA,NA,NA
0.4375,NA,NA,0.6,NA,NA,NA,0.65,NA
0.8125,NA,1,1,NA,NA,NA,NA,NA
0.8125,0.55,NA,0.5,NA,NA,NA,NA,NA
0.75,NA,NA,0.75,NA,NA,NA,0.5,NA
0.8125,NA,NA,0.9,NA,0.65,NA,NA,NA
0.625,NA,NA,0.85,NA,0.5,NA,NA,NA
0.6875,NA,NA,0.7,NA,NA,NA,NA,0.75
0.25,NA,NA,0.5,NA,NA,NA,NA,0.5
0.875,NA,NA,0.9,NA,NA,NA,0.65,NA
0.8125,0.45,NA,0.45,NA,NA,NA,NA,NA
0.3125,NA,NA,0.65,NA,NA,NA,NA,0.65
0.625,NA,NA,0.6,NA,0.5,NA,NA,NA
0.875,NA,NA,0.5,0.35,NA,NA,NA,NA
0.375,NA,NA,0.4,NA,NA,NA,NA,0.35
0.5,NA,NA,0.3,NA,NA,0.65,NA,NA
0.375,NA,NA,0.65,NA,0.45,NA,NA,NA
0.5,NA,NA,0.45,NA,0.6,NA,NA,NA
0.5,NA,NA,0.75,0.55,NA,NA,NA,NA
0.75,NA,NA,0.75,NA,NA,0.75,NA,NA
1,NA,NA,1,NA,0.6,NA,NA,NA
0.6875,0.45,NA,0.3,NA,NA,NA,NA,NA
0.6875,NA,NA,0.95,NA,0.55,NA,NA,NA
0.6875,NA,NA,0.65,NA,NA,0.6,NA,NA
0.3125,NA,NA,0.65,NA,NA,NA,NA,0.6
1,NA,NA,1,0.95,NA,NA,NA,NA
0.375,NA,NA,0.55,NA,0.45,NA,NA,NA
0.6875,0.4,NA,0.4,NA,NA,NA,NA,NA
0.5,NA,NA,0.5,NA,NA,0.6,NA,NA
0.5,0.7,NA,0.55,NA,NA,NA,NA,NA
0.875,NA,NA,0.85,NA,NA,NA,NA,0.7
0.4375,NA,NA,0.65,0.55,NA,NA,NA,NA
0.4375,NA,0.7,0.7,NA,NA,NA,NA,NA
0.5625,NA,0.5,0.8,NA,NA,NA,NA,NA
0.5,NA,NA,0.6,NA,NA,NA,NA,0.6
0.75,NA,0.85,0.8,NA,NA,NA,NA,NA
0.5625,NA,NA,0.75,NA,NA,NA,NA,0.45
0.875,0.9,NA,0.9,NA,NA,NA,NA,NA
0.5625,NA,NA,0.45,NA,NA,NA,0.6,NA
0.6875,NA,0.55,0.9,NA,NA,NA,NA,NA
0.875,NA,NA,0.95,0.9,NA,NA,NA,NA
0.625,NA,0.7,0.75,NA,NA,NA,NA,NA
0.75,NA,0.55,0.65,NA,NA,NA,NA,NA
0.8125,NA,NA,0.9,NA,0.65,NA,NA,NA
0.625,0.85,NA,0.55,NA,NA,NA,NA,NA
0.75,NA,NA,0.6,NA,0.45,NA,NA,NA
0.75,NA,NA,0.9,NA,NA,NA,0.65,NA
0.625,NA,NA,0.45,NA,NA,0.65,NA,NA
0.5625,NA,NA,0.6,NA,NA,NA,NA,0.65
0.5,NA,NA,0.75,0.65,NA,NA,NA,NA
0.625,NA,0.6,0.5,NA,NA,NA,NA,NA
0.625,NA,NA,0.45,NA,NA,NA,NA,0.55
0.5,0.45,NA,0.55,NA,NA,NA,NA,NA
0.375,0.4,NA,0.5,NA,NA,NA,NA,NA
0.5625,NA,NA,0.5,NA,NA,NA,NA,0.45
0.5,NA,NA,0.4,NA,NA,NA,0.45,NA
0.5625,NA,NA,0.7,NA,NA,NA,NA,0.65
0.6875,NA,NA,0.55,NA,NA,NA,NA,0.4
0.5,NA,0.7,0.65,NA,NA,NA,NA,NA
0.5,NA,NA,0.6,NA,NA,0.4,NA,NA
0.75,NA,NA,0.6,NA,NA,NA,0.45,NA
0.625,NA,NA,0.55,0.45,NA,NA,NA,NA
0.625,NA,NA,0.5,NA,0.85,NA,NA,NA
0.5,NA,NA,0.85,NA,NA,0.8,NA,NA
0.6875,NA,NA,0.55,NA,NA,0.5,NA,NA
0.625,NA,NA,0.65,NA,0.35,NA,NA,NA
0.5625,NA,NA,0.5,NA,NA,NA,0.45,NA
0.875,0.5,NA,0.95,NA,NA,NA,NA,NA
0.5625,NA,NA,0.4,NA,NA,NA,0.7,NA
0.8125,NA,NA,1,NA,1,NA,NA,NA
0.8125,NA,NA,0.85,NA,NA,0.8,NA,NA
0.6875,NA,NA,0.9,NA,NA,NA,NA,0.55
0.5,NA,NA,0.4,0.45,NA,NA,NA,NA
0.6875,NA,NA,0.9,NA,NA,1,NA,NA
0.625,NA,NA,0.75,0.45,NA,NA,NA,NA
0.375,NA,NA,0.55,NA,NA,NA,0.65,NA
0.4375,NA,NA,0.55,NA,NA,0.4,NA,NA
0.75,NA,NA,1,NA,NA,NA,0.65,NA
0.75,0.5,NA,0.65,NA,NA,NA,NA,NA
0.8125,NA,0.9,0.95,NA,NA,NA,NA,NA
0.6875,NA,0.7,0.3,NA,NA,NA,NA,NA
0.8125,NA,NA,0.95,NA,1,NA,NA,NA
0.5,NA,NA,0.6,NA,0.75,NA,NA,NA
0.5,NA,NA,0.7,NA,NA,NA,0.45,NA
0.8125,NA,NA,0.6,NA,NA,NA,0.6,NA
0.625,NA,0.65,0.6,NA,NA,NA,NA,NA
0.375,NA,NA,0.6,NA,NA,NA,NA,0.5
0.4375,NA,0.35,0.35,NA,NA,NA,NA,NA
0.875,NA,NA,0.95,NA,NA,0.85,NA,NA
0.5,NA,NA,0.55,NA,0.55,NA,NA,NA
0.5,NA,NA,0.75,NA,NA,NA,NA,0.45
0.75,NA,NA,0.55,NA,NA,NA,NA,0.45
0.8125,NA,NA,1,NA,NA,0.95,NA,NA
0.5625,0.6,NA,0.65,NA,NA,NA,NA,NA
0.5,NA,NA,0.75,NA,0.35,NA,NA,NA
0.8125,NA,0.25,0.55,NA,NA,NA,NA,NA
0.6875,NA,NA,0.6,NA,0.55,NA,NA,NA
0.5,NA,0.85,0.8,NA,NA,NA,NA,NA
0.75,0.45,NA,0.35,NA,NA,NA,NA,NA
0.6875,NA,NA,0.6,NA,NA,NA,0.55,NA
0.6875,NA,NA,0.5,NA,NA,NA,NA,0.55
0.875,NA,NA,0.9,NA,NA,0.9,NA,NA
0.4375,NA,NA,0.55,NA,NA,NA,0.5,NA
0.5625,NA,NA,0.3,0.5,NA,NA,NA,NA
0.875,NA,NA,0.95,NA,0.8,NA,NA,NA
0.9375,NA,NA,0.7,0.85,NA,NA,NA,NA
0.5625,NA,NA,0.75,0.75,NA,NA,NA,NA
0.4375,NA,NA,0.45,NA,NA,NA,0.35,NA
0.75,NA,NA,0.45,NA,NA,NA,0.45,NA
0.9375,NA,0.85,1,NA,NA,NA,NA,NA
0.5,NA,NA,0.45,0.6,NA,NA,NA,NA
0.5,NA,NA,0.6,NA,NA,NA,0.4,NA
1,NA,NA,1,NA,0.95,NA,NA,NA
0.6875,NA,NA,0.45,NA,NA,NA,NA,0.65
0.375,NA,NA,0.55,0.3,NA,NA,NA,NA
0.5625,NA,0.55,0.4,NA,NA,NA,NA,NA
0.5,NA,NA,0.4,0.55,NA,NA,NA,NA
0.6875,NA,NA,0.9,NA,NA,NA,0.6,NA
0.75,NA,NA,0.85,NA,NA,0.75,NA,NA
0.625,NA,NA,0.85,NA,NA,NA,NA,0.7
0.625,NA,NA,0.25,NA,NA,NA,0.45,NA
0.8125,NA,0.95,0.9,NA,NA,NA,NA,NA
1,NA,NA,1,1,NA,NA,NA,NA
0.5625,NA,NA,0.6,NA,NA,0.65,NA,NA
0.5625,NA,NA,0.65,0.55,NA,NA,NA,NA
0.25,0.55,NA,0.8,NA,NA,NA,NA,NA
0.625,NA,NA,0.6,NA,NA,0.5,NA,NA
0.5,NA,0.6,0.5,NA,NA,NA,NA,NA
0.625,NA,NA,0.85,NA,0.6,NA,NA,NA
1,NA,NA,0.75,NA,NA,0.75,NA,NA
0.6875,0.4,NA,0.5,NA,NA,NA,NA,NA
0.5,NA,0.35,0.6,NA,NA,NA,NA,NA
0.6875,NA,NA,0.85,NA,0.35,NA,NA,NA
0.625,NA,NA,0.85,NA,NA,NA,NA,0.65
0.375,NA,NA,0.4,NA,NA,NA,0.65,NA
0.9375,NA,NA,1,NA,NA,NA,0.8,NA
0.6875,NA,NA,0.95,NA,0.5,NA,NA,NA
0.75,NA,0.4,0.6,NA,NA,NA,NA,NA
0.5625,NA,0.3,0.45,NA,NA,NA,NA,NA
0.4375,NA,NA,0.65,NA,NA,0.8,NA,NA
1,NA,NA,0.9,NA,0.9,NA,NA,NA
0.4375,NA,0.55,0.55,NA,NA,NA,NA,NA
0.625,NA,NA,0.7,NA,NA,0.75,NA,NA
0.75,NA,NA,0.95,NA,NA,NA,NA,0.85
1,NA,1,1,NA,NA,NA,NA,NA
0.9375,0.65,NA,0.85,NA,NA,NA,NA,NA
0.8125,NA,NA,1,NA,NA,0.95,NA,NA
0.375,NA,NA,0.6,NA,0.7,NA,NA,NA
0.625,NA,0.6,0.6,NA,NA,NA,NA,NA
0.6875,NA,NA,0.9,NA,0.9,NA,NA,NA
0.6875,NA,NA,0.4,0.75,NA,NA,NA,NA
0.6875,NA,NA,0.7,0.7,NA,NA,NA,NA
0.625,NA,NA,0.45,NA,NA,NA,NA,0.7
1,NA,NA,0.85,NA,NA,NA,1,NA
